id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
1289,14,Which decorator is used to declare a method that must be implemented by subclasses?,"{""A"": ""`@classmethod`"", ""B"": ""`@staticmethod`"", ""C"": ""`@abstractmethod`"", ""D"": ""`@property`""}",`@abstractmethod`,"The `@abstractmethod` decorator, used in a class that inherits from `ABC`, marks a method as abstract, requiring any concrete subclass to provide an implementation for it.",False,1.2,,
1290,14,"The ability of different objects to respond to the same method call in different, specific ways is known as:","{""A"": ""Inheritance"", ""B"": ""Polymorphism"", ""C"": ""Encapsulation"", ""D"": ""Abstraction""}",Polymorphism,Polymorphism (meaning 'many forms') allows objects of different classes to be treated through a common interface. A single method call can invoke different behaviors depending on the object's type.,False,1.44,,
1291,14,"What concept is demonstrated by the `len()` function working on strings, lists, and dictionaries?","{""A"": ""Inheritance"", ""B"": ""Encapsulation"", ""C"": ""Operator Overloading"", ""D"": ""Polymorphism (specifically, ad-hoc polymorphism)""}","Polymorphism (specifically, ad-hoc polymorphism)","The `len()` function behaves differently depending on the type of object it is called with. This is a form of polymorphism. Internally, it works by calling the object's `__len__` method.",False,1.8,,
1292,14,What is the primary difference between the `__str__` and `__repr__` special methods?,"{""A"": ""`__str__` is for developers, `__repr__` is for end-users."", ""B"": ""`__str__` should return a user-friendly, readable representation, while `__repr__` should return an unambiguous, official representation used for debugging."", ""C"": ""`__str__` is called by `print()`, `__repr__` is never called automatically."", ""D"": ""There is no functional difference; they are aliases for each other.""}","`__str__` should return a user-friendly, readable representation, while `__repr__` should return an unambiguous, official representation used for debugging.","The goal of `__repr__` is to be unambiguous and ideally allow object recreation (e.g., `eval(repr(obj)) == obj`). The goal of `__str__` is to be readable. `print()` and `str()` will use `__str__` if available, otherwise they fall back to `__repr__`.",False,3.0,,
1293,14,"If a class only defines `__repr__` and not `__str__`, what happens when you call `print(obj)`?","{""A"": ""It raises a `TypeError`."", ""B"": ""It prints the object's memory address."", ""C"": ""It calls the `__repr__` method as a fallback."", ""D"": ""It prints a blank line.""}",It calls the `__repr__` method as a fallback.,"When `print()` or `str()` is used on an object, Python first looks for a `__str__` method. If one is not found, it falls back to using the `__repr__` method instead.",False,2.16,,
1294,14,"To enable the use of the `+` operator on instances of a custom class, which special method must be implemented?","{""A"": ""`__add__`"", ""B"": ""`__plus__`"", ""C"": ""`__sum__`"", ""D"": ""`__concat__`""}",`__add__`,"Implementing the `__add__(self, other)` method allows the `+` operator to be used with instances of your class. This is a form of operator overloading.",False,1.5,,
1295,14,"What will be the output of the following code?\n```python
class Vector:
    def __init__(self, x, y):
        self.x = x
        self.y = y

    def __add__(self, other):
        return Vector(self.x + other.x, self.y + other.y)

    def __repr__(self):
        return f""Vector({self.x}, {self.y})""

v1 = Vector(2, 4)
v2 = Vector(3, 5)
print(v1 + v2)
```","{""A"": ""Vector(5, 9)"", ""B"": ""An error because you cannot add objects"", ""C"": ""(5, 9)"", ""D"": ""The memory address of a new Vector object""}","Vector(5, 9)","The expression `v1 + v2` calls the `v1.__add__(v2)` method. This method creates and returns a new `Vector` instance with coordinates `(2+3, 4+5)`. When this new object is printed, its `__repr__` method is called, producing the output 'Vector(5, 9)'.",True,2.7,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/a30ff201b26c_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/a30ff201b26c_e.png
1296,14,Which special method allows an object's instances to be called as if they were functions?,"{""A"": ""`__call__`"", ""B"": ""`__invoke__`"", ""C"": ""`__function__`"", ""D"": ""`__run__`""}",`__call__`,"If a class implements the `__call__(self, *args, **kwargs)` method, its instances can be invoked using parentheses, e.g., `my_object()`.",False,1.5,,
1297,14,Which of these is NOT one of the four core principles of Object-Oriented Programming?,"{""A"": ""Inheritance"", ""B"": ""Encapsulation"", ""C"": ""Recursion"", ""D"": ""Polymorphism""}",Recursion,"The four main pillars of OOP are typically considered to be Inheritance, Encapsulation, Polymorphism, and Abstraction. Recursion is a general programming concept, not specific to OOP.",False,1.2,,
1298,14,True or False: A class can have multiple `__init__` methods.,"{""A"": ""True"", ""B"": ""False""}",False,"False. Python does not support traditional method overloading. If you define a method with the same name twice in a class, the second definition will simply overwrite the first.",False,1.44,,
1299,14,How can you simulate method overloading in Python for a constructor?,"{""A"": ""By defining multiple `__init__` methods with different names."", ""B"": ""By using default arguments or `*args` and `**kwargs` in a single `__init__` method."", ""C"": ""By using the `@overload` decorator."", ""D"": ""It is not possible to simulate method overloading in Python.""}",By using default arguments or `*args` and `**kwargs` in a single `__init__` method.,"You can achieve a similar effect to overloading by defining a single method with optional parameters (default arguments) or a variable number of arguments (`*args`, `**kwargs`) and then checking the arguments to determine the behavior.",False,2.4,,
1300,14,Which of the following is correct with respect to the OOP concept in Python?,"{""A"": ""Objects are real world entities while classes are not real."", ""B"": ""Classes are real world entities while objects are not real."", ""C"": ""Both objects and classes are real world entities."", ""D"": ""Both object and classes are not real.""}",Objects are real world entities while classes are not real.,"An object is an instance of a class that represents a real-world entity, while a class is a blueprint or template from which objects are created.",False,1.2,,
1301,14,"What will be the output of the following Python code snippet?\n```python
class A:
    def __init__(self, count=100):
        self.count = count

obj1 = A()
obj2 = A(102)

print(obj1.count)
print(obj2.count)
```","{""A"": ""100, 100"", ""B"": ""100, 102"", ""C"": ""102, 102"", ""D"": ""Error""}","100, 102","For `obj1`, the `__init__` method is called without an argument, so the default value of `count` (100) is used. For `obj2`, `102` is passed as an argument, overriding the default value.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/dbcc76cd9d2c_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/dbcc76cd9d2c_e.png
1302,14,"Which of the following is correct regarding the memory IDs of the two objects created below?\n```python
class A:
    def __init__(self, name):
        self.name = name

a1 = A(""john"")
a2 = A(""john"")
```","{""A"": ""`id(a1)` and `id(a2)` will have the same value."", ""B"": ""`id(a1)` and `id(a2)` will have different values."", ""C"": ""Two objects with the same value of an attribute cannot be created."", ""D"": ""None of the above""}",`id(a1)` and `id(a2)` will have different values.,"Creating two separate instances of a class (`a1` and `a2`) results in two distinct objects in memory, even if their attributes have the same value. The `id()` function returns the unique identity of an object, which will be different for each instance.",True,1.73,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/0428a886a6b2_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/0428a886a6b2_e.png
1303,14,"What will be the output of the following code?\n```python
class Book:
    def __init__(self, author):
        self.author = author

book1 = Book(""V.M.Shah"")
book2 = book1

print(id(book1) == id(book2))
```","{""A"": ""True"", ""B"": ""False"", ""C"": ""It will throw an error as multiple references to the same object are not possible."", ""D"": ""None of the above""}",True,"The line `book2 = book1` does not create a new object. Instead, it makes the `book2` variable a reference to the same object that `book1` refers to. Therefore, both variables point to the same object in memory, and their IDs will be identical.",True,1.8,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/f37cef4d1d85_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/f37cef4d1d85_e.png
1304,14,"In Python, what is a method inside a class?","{""A"": ""attribute"", ""B"": ""object"", ""C"": ""argument"", ""D"": ""function""}",function,A method is a function that belongs to a class and is defined within it. It describes the behavior of objects created from that class.,False,1.0,,
1305,14,"What will be the output of the below Python code?\n```python
class A:
    num = 3
    def __init__(self, num):
        self.num = num

    def change(self):
        self.num = 7

a = A(5)
print(a.num)
a.change()
print(a.num)
```","{""A"": ""5, 7"", ""B"": ""5, 5"", ""C"": ""3, 3"", ""D"": ""3, 7""}","5, 7","When `a = A(5)` is executed, the `__init__` method sets the instance variable `self.num` to `5`, which shadows the class variable `num`. The first print then outputs `5`. When `a.change()` is called, it reassigns the instance variable `self.num` to `7`. The second print then outputs `7`.",True,2.59,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/13cd3e530be9_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/13cd3e530be9_e.png
1306,14,"All classes have a function called _______, which is always executed when the class is being initiated.","{""A"": ""`init`"", ""B"": ""`_init_()`"", ""C"": ""`__init__`"", ""D"": ""`init()`""}",`__init__`,"The `__init__` method is the constructor in Python. It's automatically called when a new object of the class is created. While not mandatory to define explicitly, every class has an `__init__` method.",False,1.2,,
1307,14,You can delete properties on objects by using the ________ keyword.,"{""A"": ""`delete`"", ""B"": ""`dedl`"", ""C"": ""`del`"", ""D"": ""`drop`""}",`del`,"The `del` keyword in Python is used to delete objects, including properties of a class instance.",False,1.0,,
1308,14,A variable that is defined inside a method and belongs only to the current instance of a class is known as an:,"{""A"": ""Inheritance"", ""B"": ""Instance variable"", ""C"": ""Function overloading"", ""D"": ""Instantiation""}",Instance variable,An instance variable is a variable defined within a class method using the `self` keyword. Each instance of the class has its own copy of the instance variables.,False,1.2,,
1309,14,What is `setattr()` used for?,"{""A"": ""To set the value of an attribute."", ""B"": ""To access the attribute of the object."", ""C"": ""To check if an attribute exists or not."", ""D"": ""To delete an attribute.""}",To set the value of an attribute.,"The `setattr()` built-in function is used to set the value of an attribute of an object. Its syntax is `setattr(object, name, value)`.",False,1.0,,
1310,14,"What will be the output for the following code?\n```python
class test:
    def __init__(self, a):
        self.a = a
    def display(self):
        print(self.a)

obj = test()
obj.display()
```","{""A"": ""Runs normally, doesn't display anything"", ""B"": ""Displays 0, which is the automatic default value"", ""C"": ""Error as one argument is required while creating the object"", ""D"": ""Error as display function requires an additional argument""}",Error as one argument is required while creating the object,"The `__init__` method is defined to accept one positional argument (`a`) in addition to `self`. When the object `obj = test()` is created, no argument is passed, which results in a `TypeError`.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/85096e4e7c87_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/85096e4e7c87_e.png
1311,14,A class's documentation string (docstring) can be accessed via:,"{""A"": ""`ClassName`"", ""B"": ""`ClassName_doc_`"", ""C"": ""`_doc_`"", ""D"": ""`ClassName.__doc__`""}",`ClassName.__doc__`,The documentation string (docstring) for a class can be accessed using the special attribute `__doc__`. The correct way to access it is by using the class name followed by `.__doc__`.,False,1.0,,
1312,14,"When a child class inherits from only one parent class, it is called:","{""A"": ""Single inheritance"", ""B"": ""Singular inheritance"", ""C"": ""Multiple inheritance"", ""D"": ""Multilevel inheritance""}",Single inheritance,Single inheritance is a type of inheritance where a class inherits from a single parent class.,False,1.0,,
1313,14,"A parent class is the class being inherited from, also called a:","{""A"": ""derived class"", ""B"": ""child class"", ""C"": ""hybrid class"", ""D"": ""base class""}",base class,"In inheritance, the parent class is also known as the base class or superclass. The child class is also known as the derived class or subclass.",False,1.2,,
1314,14,True or False: The child's `__init__()` function overrides the inheritance of the parent's `__init__()` function.,"{""A"": ""True"", ""B"": ""False""}",True,"When a child class defines its own `__init__` method, it overrides the parent class's `__init__` method. The parent's constructor is no longer automatically called unless explicitly invoked with `super()`.",False,1.8,,
1315,14,What is the name of the function that allows a child class to inherit all the methods and properties from its parent?,"{""A"": ""`self`"", ""B"": ""`__init__()`"", ""C"": ""`super()`"", ""D"": ""`pass`""}",`super()`,The `super()` function allows you to call a method from the parent class. Using `super().__init__()` in the child class's constructor ensures that the parent's `__init__` method is executed.,False,1.2,,
1316,14,"Suppose B is a subclass of A. To invoke the `__init__` method in A from B, which line of code should you write?","{""A"": ""`A.__init__(self)`"", ""B"": ""`B.__init__(self)`"", ""C"": ""`A.__init__(B)`"", ""D"": ""`B.__init__(A)`""}",`A.__init__(self)`,"To explicitly call the parent class's `__init__` method from the child class, you can use the syntax `ParentClass.__init__(self, arguments)`. Another common way is `super().__init__(arguments)`.",False,1.44,,
1317,14,Which of the following statements is false?,"{""A"": ""A non-private method in a superclass can be overridden."", ""B"": ""A derived class is a specialized version of a superclass."", ""C"": ""The value of a private variable in a superclass cannot be directly changed in the subclass."", ""D"": ""When a subclass defines its own constructor, the constructor of the superclass is automatically invoked first.""}","When a subclass defines its own constructor, the constructor of the superclass is automatically invoked first.","This statement is false. If a subclass defines its own constructor (`__init__`), it overrides the superclass's constructor. To call the superclass's constructor, you must explicitly do so using `super().__init__()`.",False,2.25,,
1318,14,"What will be the output of the following code?\n```python
class A:
    def __init__(self, x=1):
        self.x = x

class der(A):
    def __init__(self, y=2):
        super().__init__()
        self.y = y

obj = der()
print(obj.x, obj.y)
```","{""A"": ""Error, the syntax of the invoking method is wrong"", ""B"": ""The program runs fine but nothing is printed"", ""C"": ""1 0"", ""D"": ""1 2""}",1 2,"When `obj = der()` is called, the `der` class's `__init__` is invoked. It calls `super().__init__()`, which runs the `A` class's `__init__`, setting `self.x` to its default value of 1. Then, the `der` class's `__init__` sets `self.y` to its default value of 2. Finally, it prints `1 2`.",True,2.59,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/c77370941965_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/c77370941965_e.png
1319,14,What are methods that begin and end with two underscore characters called?,"{""A"": ""Special methods"", ""B"": ""In-built methods"", ""C"": ""User-defined methods"", ""D"": ""Private methods""}",Special methods,"Methods that have double underscores at the beginning and end, such as `__init__` or `__str__`, are known as special methods or 'dunder' methods.",False,1.0,,
1320,14,Which statement is wrong about inheritance?,"{""A"": ""Protected members of a class can be inherited."", ""B"": ""The inheriting class is called a subclass."", ""C"": ""Private members of a class can be inherited and directly accessed."", ""D"": ""Inheritance is one of the features of OOP.""}",Private members of a class can be inherited and directly accessed.,Private members (those with two leading underscores) are name-mangled and cannot be directly accessed by subclasses. They are not designed to be inherited in a straightforward way.,False,1.8,,
1321,14,What is Instantiation in OOP terminology?,"{""A"": ""Deleting an instance of a class."", ""B"": ""Modifying an instance of a class."", ""C"": ""Copying an instance of a class."", ""D"": ""Creating an instance of a class.""}",Creating an instance of a class.,Instantiation is the process of creating a new object (an instance) from a class blueprint.,False,1.0,,
1322,14,"What will be the output of the following Python code?\n```python
class test:
    def __init__(self, a=""Hello World""):
        self.a = a
    def display(self):
        print(self.a)

obj = test()
obj.display()
```","{""A"": ""The program has an error because constructors can't have default arguments."", ""B"": ""Nothing is displayed."", ""C"": ""\""Hello World\"" is displayed."", ""D"": ""The program has an error because the display function doesn't have parameters.""}","""Hello World"" is displayed.","The `__init__` method has a default argument `a=""Hello World""`. When `obj=test()` is called without an argument, the default value is used. The `display()` method then prints the value of `self.a`.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/732e24651781_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/732e24651781_e.png
1323,14,"What type of inheritance is illustrated in the following Python code?\n```python
class A:
    pass
class B(A):
    pass
class C(B):
    pass
```","{""A"": ""Multi-level inheritance"", ""B"": ""Multiple inheritance"", ""C"": ""Hierarchical inheritance"", ""D"": ""Single inheritance""}",Multi-level inheritance,"This is an example of multi-level inheritance, where a class (B) inherits from a parent class (A), and another class (C) inherits from that child class (B), forming a chain.",True,1.44,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/1ff3643bbdc0_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/1ff3643bbdc0_e.png
1324,14,What is the biggest reason for the use of polymorphism?,"{""A"": ""It allows the programmer to think at a more abstract level."", ""B"": ""There is less program code to write."", ""C"": ""The program will have a more elegant design and will be easier to maintain and update."", ""D"": ""Program code takes up less space.""}",The program will have a more elegant design and will be easier to maintain and update.,"Polymorphism allows for flexible and decoupled code. A single function can handle objects of many different classes, which makes the overall design cleaner and easier to extend without modifying existing code.",False,1.8,,
1325,14,What's the difference between class attributes and instance attributes?,"{""A"": ""Class attributes are always strings, but instance attributes can be any data type."", ""B"": ""Class attributes have the same value for all class instances, but instance attributes can have different values for each instance."", ""C"": ""There is no difference."", ""D"": ""Class attributes are defined with `cls` and instance attributes with `self`.""}","Class attributes have the same value for all class instances, but instance attributes can have different values for each instance.","Class attributes are shared by all instances of a class, meaning a change to the attribute on the class reflects in all instances. Instance attributes are unique to each object and are defined within the `__init__` method using `self`.",False,1.8,,
1326,14,Which of the following is true about `_protected` class members?,"{""A"": ""They begin with two underscores."", ""B"": ""They cannot be accessed by subclasses."", ""C"": ""They can be accessed by a name mangling method."", ""D"": ""They are a convention to discourage external use but can still be accessed.""}",They are a convention to discourage external use but can still be accessed.,"Protected members, prefixed with a single underscore, are a convention in Python to indicate they are for internal use. They are not enforced by the interpreter and can still be accessed from outside the class, unlike private members.",False,1.8,,
1327,14,The method that makes an object behave like an iterator is `__iter__` and it must return an iterator.,"{""A"": ""True"", ""B"": ""False""}",True,"To make a class's objects iterable, you must implement the `__iter__` special method, which should return an iterator object (an object that has a `__next__` method).",False,1.5,,
1328,14,"If a subclass provides a specific implementation of a method that is already defined in the base class, it is called method overriding.","{""A"": ""True"", ""B"": ""False""}",True,Method overriding is a key feature of inheritance where a child class can provide its own implementation for a method that it inherited from its parent class.,False,1.2,,
1329,14,What is the purpose of the `__repr__` method in a class?,"{""A"": ""It provides an official string representation of an object, mainly for developers."", ""B"": ""It provides an informal, human-readable string representation for end-users."", ""C"": ""It is used to compare two objects for equality."", ""D"": ""It is used to get the length of an object.""}","It provides an official string representation of an object, mainly for developers.","The `__repr__` method's goal is to be unambiguous and provide a string that, if passed to `eval()`, would ideally recreate the object. It's primarily used for debugging and development.",False,1.44,,
1330,14,What is the purpose of the `__getitem__` method in a class?,"{""A"": ""To get a value from a dictionary."", ""B"": ""To make a class iterable."", ""C"": ""To allow objects to use indexing and slicing, like `obj[key]`."", ""D"": ""To get an item from a list.""}","To allow objects to use indexing and slicing, like `obj[key]`.","The `__getitem__` method is part of Python's container protocol. Implementing it allows an object to be accessed using square bracket notation, similar to lists and dictionaries.",False,1.5,,
