id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
1404,1,Which of these demonstrates a 'non-integral citation'?,"{""A"": ""Evans & Green\u2019s (2001, 2003) study has limitations."", ""B"": ""Ho (2016) defined metadiscourse in several ways."", ""C"": ""Metadiscourse has been defined in several ways (Ho, 2016)."", ""D"": ""As Ho (2016) argues, metadiscourse can be defined differently.""}","Metadiscourse has been defined in several ways (Ho, 2016).","A non-integral citation places the source information in parentheses at the end of the idea or clause, making it separate from the grammatical structure of the sentence.",False,1.44,,
1405,1,The phrase 'academic discourse community' suggests that members:,"{""A"": ""Must be born into the community."", ""B"": ""Interact through a specialized language of their discipline."", ""C"": ""Only communicate through written essays."", ""D"": ""Are all experts in every academic field.""}",Interact through a specialized language of their discipline.,A key feature of a discourse community is the specialized use of language. Members of an academic discipline interact with each other using the specific terminology and conventions of that field.,False,1.2,,
1406,1,"When a paragraph lacks 'unity', it means:","{""A"": ""It is too short."", ""B"": ""It contains sentences that are not related to the controlling idea."", ""C"": ""The sentences are not linked with transitional words."", ""D"": ""The grammar and spelling are incorrect.""}",It contains sentences that are not related to the controlling idea.,A paragraph lacks unity when it deviates from its single topic or main idea. This happens when the writer includes sentences that are irrelevant to the controlling idea stated in the topic sentence.,False,1.2,,
1407,1,An expected outcome of the Academic Writing course is that a student should be able to:,"{""A"": ""Speak fluently in multiple languages."", ""B"": ""Write and present a report logically."", ""C"": ""Develop advanced programming skills."", ""D"": ""Conduct laboratory experiments.""}",Write and present a report logically.,"The 'Expected Course Outcomes' slide clearly lists that a student should be able to 'write and present his or her report, project work, and answer examination questions logically'.",False,1.0,,
1408,1,Which sentence is correctly punctuated?,"{""A"": ""The teacher cited, many examples to prove his point."", ""B"": ""The teacher, sited many examples, to prove his point."", ""C"": ""The teacher citted many examples to prove his point."", ""D"": ""The teacher cited many examples to prove his point.""}",The teacher cited many examples to prove his point.,The verb 'cited' means to quote or mention as evidence. 'Sited' means located. 'Citted' is not a word. The sentence requires no internal commas.,False,1.8,,
1409,1,"In the sentence, 'I met a beautiful African woman,' why are there no commas?","{""A"": ""Commas are not used with adjectives."", ""B"": ""The adjectives are not coordinate."", ""C"": ""The sentence is too short for commas."", ""D"": ""African is a proper noun.""}",The adjectives are not coordinate.,"'Beautiful' and 'African' are not coordinate adjectives; you cannot switch their order ('African beautiful woman' sounds unnatural) or place 'and' between them. Therefore, no comma is used.",False,2.7,,
1410,1,Choose the correct statement regarding plural nouns.,"{""A"": ""The mens's room is down the hall."", ""B"": ""The childrens' toys were scattered everywhere."", ""C"": ""The women's group meets on Tuesday."", ""D"": ""The pastors's secretary was very helpful.""}",The women's group meets on Tuesday.,"Plural nouns that do not end in 's' (like women, children, men) form the possessive by adding an apostrophe and an 's'. 'Women's' is the correct possessive form.",False,1.8,,
1411,1,Which of the following is NOT a method of achieving coherence?,"{""A"": ""Transitional words and phrases"", ""B"": ""Pronoun reference"", ""C"": ""Repetition of key words"", ""D"": ""Using complex vocabulary""}",Using complex vocabulary,"The notes list three mechanical devices to achieve coherence: transitional words, pronoun reference, and repetition of key words. While academic writing uses precise vocabulary, simply using complex words does not guarantee coherence.",False,1.44,,
1412,1,A 'narrative' essay primarily aims to:,"{""A"": ""Explain a topic logically."", ""B"": ""Persuade the reader to adopt a viewpoint."", ""C"": ""Describe a person, place, or thing in detail."", ""D"": ""Tell a story or recount a series of events.""}",Tell a story or recount a series of events.,"Narration, as a form of discourse, involves telling a story or reporting on events. A narrative essay presents a written account of experiences or events, often in chronological order.",False,1.2,,
1413,1,The sentence 'The colour on the building has given it a new look' is an example of a:,"{""A"": ""Topic sentence"", ""B"": ""Major support sentence"", ""C"": ""Minor support sentence"", ""D"": ""Controlling idea""}",Minor support sentence,"This sentence provides a specific detail that elaborates on a broader statement (e.g., 'He has changed the external features of the building'). It supports the major support sentence, making it a minor support sentence.",False,1.5,,
1414,1,The phrase 'body language' is used in the notes as an example of:,"{""A"": ""A topic that requires an argumentative essay."", ""B"": ""A concept with a clear topic sentence and controlling idea in a sample paragraph."", ""C"": ""A form of plagiarism."", ""D"": ""A register from the field of psychology.""}",A concept with a clear topic sentence and controlling idea in a sample paragraph.,"A self-assessment exercise uses a paragraph about body language to ask students to identify the main idea, topic, and controlling idea, demonstrating how these elements function in a paragraph.",False,1.44,,
1415,1,The use of technical vocabulary that may need defining for the reader is a key aspect of which feature of academic writing?,"{""A"": ""Precision"", ""B"": ""Formality"", ""C"": ""Objectivity"", ""D"": ""Balance""}",Precision,"Precision requires the use of clear and specific language. This often involves adopting technical, subject-specific vocabulary, which may need to be defined if it is not commonly understood within the discipline.",False,1.5,,
1416,1,A key difference in terminology between a university and a pre-tertiary institution is the use of 'Lecturers' instead of:,"{""A"": ""Professors"", ""B"": ""Doctors"", ""C"": ""Headmasters"", ""D"": ""Teachers""}",Teachers,"The lecture notes on 'The language of the University' point out that while pre-tertiary institutions use terms like 'teachers' or 'masters', the form of address changes to 'Lecturers' at the university level.",False,1.0,,
1417,1,Which of the following is an example of a paragraph developing through 'comparison and contrast'?,"{""A"": ""A paragraph defining the term 'photosynthesis'."", ""B"": ""A paragraph explaining the steps to bake a cake."", ""C"": ""A paragraph outlining the differences between TV news and newspaper reporting."", ""D"": ""A paragraph telling a short story about a historical event.""}",A paragraph outlining the differences between TV news and newspaper reporting.,"Developing a paragraph through comparison and contrast involves highlighting the similarities and differences between two or more subjects, such as the different ways television and newspapers present news.",False,1.44,,
1418,1,The 'usefulness of the controlling idea' is that it:,"{""A"": ""Makes the paragraph longer."", ""B"": ""Allows the writer to include many different topics."", ""C"": ""Limits and guides the writer to select only relevant details."", ""D"": ""Ensures the paragraph is interesting to read.""}",Limits and guides the writer to select only relevant details.,"The controlling idea is useful because it limits the writer's focus, forcing them to concentrate on one specific aspect of a topic and guiding them to select only details that are directly related to that idea, thus preventing deviation.",False,1.2,,
1419,1,What is the primary error in the following sentence: 'She cut out the cookies. She baked them. She took some for lunch.'?,"{""A"": ""Lack of unity"", ""B"": ""Lack of completeness"", ""C"": ""Lack of coherence"", ""D"": ""Incorrect grammar""}",Lack of coherence,"The notes use this example to illustrate a lack of coherence. While the sentences are on a related topic, they are disjointed and do not flow logically. The sequence of actions is also incorrect (baking should come before cutting out in most recipes), disrupting the logical progression.",False,1.8,,
1420,1,"What is the final part of an academic document, following the main body and central chapters?","{""A"": ""Abstract"", ""B"": ""Introduction"", ""C"": ""Dedication"", ""D"": ""References and Appendices""}",References and Appendices,"The structure of an academic document places the References, Appendices, and Bibliography at the very end, after the concluding chapter of the main body.",False,1.0,,
1421,1,The sentence 'This course builds on the skills introduced in Comm Skills 157' serves as the:,"{""A"": ""Course objective"", ""B"": ""Course outline"", ""C"": ""Course description"", ""D"": ""Course assessment""}",Course description,This sentence is found under the heading 'Course description' and explains the course's purpose and its relationship to a prerequisite course.,False,1.0,,
1422,1,The main purpose of a 'Candidate's Declaration' page in a thesis is to:,"{""A"": ""Acknowledge the help received from supervisors."", ""B"": ""Provide a summary of the thesis."", ""C"": ""Declare that the work is original and has not been submitted for another degree."", ""D"": ""List all the figures and tables used in the document.""}",Declare that the work is original and has not been submitted for another degree.,The Candidate's Declaration is a formal statement of academic integrity where the author affirms the originality of their work.,False,1.2,,
1423,1,Which of the following would be an example of a 'discourse community' outside of a university setting?,"{""A"": ""A group of friends who watch movies together."", ""B"": ""The community of medical doctors."", ""C"": ""All the residents of a particular city."", ""D"": ""People who shop at the same supermarket.""}",The community of medical doctors.,"Medical doctors form a discourse community because they are bound by a specialized use of language (medical terminology), shared goals, and require special qualifications for membership.",False,1.5,,
1424,1,The phrase 'SECBaPOF' is a mnemonic device used to remember:,"{""A"": ""The different types of in-text citations."", ""B"": ""The structure of an academic essay."", ""C"": ""The key features of academic writing."", ""D"": ""The steps for writing a good paragraph.""}",The key features of academic writing.,"SECBaPOF stands for Structured, Evidential, Critical, Balanced, Precise, Objective, and Formal, which are the distinguishing characteristics of academic writing discussed in the lecture.",False,1.2,,
1425,1,"If a paragraph begins by listing specific examples and concludes with a general statement that ties them together, which method of development is being used?","{""A"": ""Deductive Method"", ""B"": ""Inductive Method"", ""C"": ""Anecdotal Method"", ""D"": ""Classification Method""}",Inductive Method,The Inductive Method involves moving from specific observations or details to a broader generalization or conclusion. This is the opposite of the deductive method.,False,1.8,,
1426,1,What is the primary function of a concluding sentence in a paragraph?,"{""A"": ""To introduce a new idea."", ""B"": ""To provide a major supporting detail."", ""C"": ""To summarize or restate the paragraph's main point."", ""D"": ""To ask the reader a question.""}",To summarize or restate the paragraph's main point.,"A concluding sentence brings the paragraph to a close, often by summarizing the information presented or restating the controlling idea in a new way.",False,1.0,,
1427,1,Which of the following is a key component of 'critical writing'?,"{""A"": ""Accepting sources at face value."", ""B"": ""Using only personal opinions as evidence."", ""C"": ""Differentiating between facts, propaganda, and false arguments."", ""D"": ""Avoiding any form of analysis.""}","Differentiating between facts, propaganda, and false arguments.","Critical writing involves a deeper level of engagement with source material, requiring the writer to analyze and evaluate information to determine its validity and reliability.",False,1.44,,
1428,1,The use of the 'Academic Vocabulary List' and 'Academic Collocation List' is intended to help students improve which feature of their writing?,"{""A"": ""Objectivity"", ""B"": ""Formality"", ""C"": ""Criticality"", ""D"": ""Balance""}",Formality,"These lists help students use words and phrases that are more common in academic writing than in everyday speech, which enhances the formality of their work.",False,1.5,,
1429,1,A writer can achieve a 'balanced' tone by:,"{""A"": ""Only presenting one side of an issue."", ""B"": ""Using boosters like 'clearly' and 'obviously' in every sentence."", ""C"": ""Considering all sides of the issue and using hedges to show a stance."", ""D"": ""Ignoring any evidence that contradicts their main point.""}",Considering all sides of the issue and using hedges to show a stance.,"Balance is achieved by acknowledging different perspectives on a topic to avoid bias. Using hedges (e.g., 'it seems,' 'suggests') allows the writer to present claims cautiously.",False,1.8,,
1430,1,Which of the following demonstrates the correct use of an apostrophe for a plural possessive?,"{""A"": ""The two dog's leashes."", ""B"": ""The two dogs' leashes."", ""C"": ""The two dogs leashe's."", ""D"": ""The two dog's leash's.""}",The two dogs' leashes.,"For a plural noun that already ends in 's' (like 'dogs'), the possessive is formed by adding only an apostrophe after the 's'.",False,1.5,,
1431,1,The primary purpose of the 'Documentation' or 'Referencing' section in the course is to teach students how to:,"{""A"": ""Write a good introduction."", ""B"": ""Acknowledge the work of other authors used in an assignment."", ""C"": ""Organize a paragraph logically."", ""D"": ""Edit their own work for spelling errors.""}",Acknowledge the work of other authors used in an assignment.,"Documentation, also known as referencing, is the systematic way of acknowledging the sources of ideas and information used in one's own work to give credit and avoid plagiarism.",False,1.0,,
1432,1,"According to the 'Register of Business' exercise, when money received is recorded in a ledger, it is placed under which heading?","{""A"": ""Debit"", ""B"": ""Expenditure"", ""C"": ""Credit"", ""D"": ""Deficit""}",Credit,"In standard accounting and the provided business register exercise, payments made are debits, while money received is placed under the heading of 'credit'.",False,1.2,,
1433,1,The lecture notes on discourse forms state that a 'descriptive' essay's main objective is to:,"{""A"": ""Tell a compelling story."", ""B"": ""Argue a controversial point."", ""C"": ""Explain a complex process."", ""D"": ""Create a picture with words so that events come to life.""}",Create a picture with words so that events come to life.,"A descriptive essay aims to put into words how events, people, places, and things are perceived, with the goal of creating a vivid picture for the reader.",False,1.2,,
1434,1,What is the meaning of the Latin phrase 'bona fide'?,"{""A"": ""For a specific occasion"", ""B"": ""In good faith; genuine"", ""C"": ""An unwelcome person"", ""D"": ""Among other things""}",In good faith; genuine,"'Bona fide' is a Latin term meaning 'in good faith'. In modern usage, it signifies something that is genuine, real, or sincere.",False,1.5,,
1435,1,"In the context of essay questions, what does the term 'Justify' require a student to do?","{""A"": ""Provide a detailed description."", ""B"": ""Give reasons for decisions or conclusions, taking pains to be convincing."", ""C"": ""Examine a subject critically."", ""D"": ""Write an itemized series of concise statements.""}","Give reasons for decisions or conclusions, taking pains to be convincing.","The term 'Justify' in an essay prompt asks the student to prove or make a case for a particular stance, providing supporting reasons to convince the reader of its validity.",False,1.44,,
1436,1,The use of 'spatial coherence' in a descriptive essay means:,"{""A"": ""Using a rich and picturesque vocabulary."", ""B"": ""Starting the description from one point and progressing systematically."", ""C"": ""Ensuring all events are described in chronological order."", ""D"": ""Appealing to the reader's emotions.""}",Starting the description from one point and progressing systematically.,"Spatial coherence is a technique in descriptive writing where the description follows a logical path through space, for example, from left to right, top to bottom, or near to far.",False,1.8,,
1437,1,"According to the notes, a writer can use ordinal numbers (first, second, third) to achieve which quality in a paragraph?","{""A"": ""Unity"", ""B"": ""Completeness"", ""C"": ""Coherence"", ""D"": ""Order""}",Coherence,"Ordinal numbers are listed as a type of transitional device. They help to link ideas sequentially, thereby improving the coherence and smooth flow of the paragraph.",False,1.44,,
1438,1,What is the primary error in the sample paragraph about athletes using steroids?,"{""A"": ""Lack of completeness"", ""B"": ""Lack of order"", ""C"": ""Lack of unity"", ""D"": ""Lack of coherence""}",Lack of unity,"The paragraph about steroids lacks unity because it mixes objective points about the dangers of steroids with the writer's personal, unsupported opinions about members of their gym, thus deviating from the central idea.",False,2.4,,
1439,1,The French phrase 'fait accompli' refers to:,"{""A"": ""A rude mistake."", ""B"": ""A friendly relationship."", ""C"": ""Something that has already happened and is irreversible."", ""D"": ""Complete freedom to act.""}",Something that has already happened and is irreversible.,"A 'fait accompli' is a French term for an accomplished fact; something that has been done and cannot be changed, leaving others with no choice but to accept it.",False,1.5,,
1440,1,The rhetorical unit 'Discussion' in an academic paper serves to:,"{""A"": ""Provide a rationale or goal for the study."", ""B"": ""Describe the methods of data collection."", ""C"": ""Report the findings or results."", ""D"": ""Interpret the findings and discuss their relevance.""}",Interpret the findings and discuss their relevance.,"The Discussion section of a research paper is where the author interprets the results, explains what they mean, and discusses their significance in relation to other research.",False,1.2,,
1441,1,Which of the following sentences correctly applies the rule for forming the plural of a word ending in 'y' preceded by a consonant?,"{""A"": ""The university has three librarys."", ""B"": ""She presented two different theorys."", ""C"": ""He belongs to two political parties."", ""D"": ""There are many countys in this state.""}",He belongs to two political parties.,"The spelling rule states that for words ending in a consonant followed by 'y', the 'y' is changed to 'i' and 'es' is added. 'Party' becomes 'parties'.",False,1.8,,
1442,1,A 'thesis statement' in an essay is typically found in the:,"{""A"": ""Body paragraphs"", ""B"": ""Conclusion"", ""C"": ""Introduction"", ""D"": ""Bibliography""}",Introduction,"The thesis statement, which presents the main argument or point of the entire essay, is usually located at the end of the introductory paragraph.",False,1.2,,
1443,1,The Greek word 'hubris' refers to:,"{""A"": ""Complete confusion."", ""B"": ""The common people."", ""C"": ""Glory and fame."", ""D"": ""Disastrous pride or arrogance.""}",Disastrous pride or arrogance.,"In Greek tragedy and literature, 'hubris' refers to excessive pride or self-confidence that ultimately leads to the downfall of the protagonist.",False,1.5,,
1444,1,What does the instructional methodology of the course state about lateness?,"{""A"": ""It is acceptable if notice is given."", ""B"": ""It will result in a 10% penalty."", ""C"": ""Lateness to lectures and in submission of assignments will not be entertained."", ""D"": ""It is only a problem for group presentations.""}",Lateness to lectures and in submission of assignments will not be entertained.,The 'Instructional Methodology' section in the second PDF explicitly states that 'Lateness to lectures and in submission of assignments will not be entertained.',False,1.0,,
1445,1,"In the sentence, 'The teacher did his best to encourage them to train harder, but their hearts didn't seem to be in it,' the idiom 'hearts didn't seem to be in it' means:","{""A"": ""They were physically tired."", ""B"": ""They lacked enthusiasm or commitment."", ""C"": ""They had a medical condition."", ""D"": ""They did not understand the instructions.""}",They lacked enthusiasm or commitment.,"The idiom 'one's heart isn't in it' means that a person is doing something without interest, enthusiasm, or real effort.",False,1.44,,
1446,1,"According to the spelling rules, when adding '-ing' to the word 'permit', the 't' is doubled because:","{""A"": ""The word has two syllables."", ""B"": ""The stress is on the last syllable and it ends in a single consonant."", ""C"": ""All verbs ending in 't' must double the consonant."", ""D"": ""It is an exception to the rule.""}",The stress is on the last syllable and it ends in a single consonant.,"For words with more than one syllable ending in a single consonant, the consonant is doubled if the stress is on the final syllable. In 'per-MIT', the stress is on 'mit', so it becomes 'permitting'.",False,2.7,,
1447,1,What is the key difference between an 'objective description' and a 'subjective description'?,"{""A"": ""Objective is short, subjective is long."", ""B"": ""Objective is factual and impersonal, while subjective shows the writer's feelings."", ""C"": ""Objective is for essays, subjective is for scientific reports."", ""D"": ""Objective uses simple words, subjective uses complex words.""}","Objective is factual and impersonal, while subjective shows the writer's feelings.","Objective description presents an impartial, fact-based view, common in scientific reports. Subjective description is personal, showing the writer's emotions, feelings, and attitudes.",False,1.44,,
1448,1,The term 'Provost' in the university's terminology refers to:,"{""A"": ""The Administrative Head of the university."", ""B"": ""The Head of a college."", ""C"": ""The Head of a Faculty/School."", ""D"": ""The Head of a Department.""}",The Head of a college.,The slide titled 'Other Terminologies' clearly defines 'The Head of a college' as The Provost.,False,1.0,,
1449,1,Which of the following is NOT a technique for achieving paragraph order?,"{""A"": ""Time (chronological)"", ""B"": ""Space (spatial)"", ""C"": ""General to particular"", ""D"": ""Contradiction""}",Contradiction,"Order in a paragraph is about logical presentation. Time, space, and general-to-particular are all logical methods of arrangement. Contradiction is a rhetorical device, not a method for organizing the flow of information.",False,1.2,,
1450,1,The term 'verbatim' means:,"{""A"": ""In exactly the same words; word for word."", ""B"": ""Summarized briefly."", ""C"": ""In a different language."", ""D"": ""With great emotion.""}",In exactly the same words; word for word.,"'Verbatim' is a Latin term that means to repeat something word for word, exactly as it was originally spoken or written. This is what a direct quotation aims to do.",False,1.2,,
1451,1,What does the UMaT referencing style notably omit from direct quotations that the standard Harvard style includes?,"{""A"": ""The author's name"", ""B"": ""The year of publication"", ""C"": ""The page number"", ""D"": ""The title of the book""}",The page number,The section 'UMaT Modifications' in the second PDF explicitly states: 'The UMaT style does not have the page number in direct quotations.',False,2.25,,
1452,1,"In the Register of Law exercise, a crime of lying under oath is known as:","{""A"": ""Felony"", ""B"": ""Slander"", ""C"": ""Homicide"", ""D"": ""Perjury""}",Perjury,Perjury is the criminal offense of willfully telling an untruth in a court after having taken an oath or affirmation.,False,1.2,,
1453,1,Which of the following is an example of a 'compound word' that uses a hyphen?,"{""A"": ""Headmaster"", ""B"": ""Mother-in-law"", ""C"": ""Classroom"", ""D"": ""Football""}",Mother-in-law,"The notes on punctuation indicate that hyphens are used to form compound words, and 'mother-in-law' is given as a primary example.",False,1.0,,
1454,1,A 'topic sentence' can be best described as the sentence that:,"{""A"": ""Contains the controlling idea and states the main idea of a paragraph."", ""B"": ""Is always the first sentence of a paragraph."", ""C"": ""Provides a minor supporting detail."", ""D"": ""Is always written in the passive voice.""}",Contains the controlling idea and states the main idea of a paragraph.,"The topic sentence has a dual role: it states the main idea and contains the controlling idea, which limits and controls the topic for that specific paragraph.",False,1.2,,
1455,1,The French term 'raison d'être' means:,"{""A"": ""A reversal of opinion."", ""B"": ""A member of the middle class."", ""C"": ""The most important reason or purpose for someone or something's existence."", ""D"": ""A diplomatic representative.""}",The most important reason or purpose for someone or something's existence.,'Raison d'être' translates literally to 'reason for being' and refers to the fundamental purpose or justification for the existence of a person or thing.,False,1.5,,
1456,1,What does the term 'Analyze' in an essay question require a student to do?,"{""A"": ""Give a concise meaning of a term."", ""B"": ""State their opinions on the material."", ""C"": ""Study in depth by identifying and describing the main characteristics."", ""D"": ""Recount events in a sequence.""}",Study in depth by identifying and describing the main characteristics.,"The instructions on 'Important Words in Essay Questions' define 'Analyze' as studying a topic in depth, identifying its main parts or characteristics, and describing them in detail.",False,1.44,,
1457,1,"According to the notes, what is a primary benefit of diversity in an academic discourse community?","{""A"": ""It makes grading easier for lecturers."", ""B"": ""It ensures that everyone has the same opinion."", ""C"": ""It contributes to friendship and knowledge exchange."", ""D"": ""It reduces the need for formal writing.""}",It contributes to friendship and knowledge exchange.,"The notes explicitly state that a mix of students from various backgrounds and cultures 'contributes to friendship, knowledge exchange, and good social network.'",False,1.0,,
1458,1,"When a source has three authors (e.g., Fisher, Ury, and Patton), how should they be cited in-text in the Harvard style?","{""A"": ""(Fisher, 1991)"", ""B"": ""(Fisher and others, 1991)"", ""C"": ""(Fisher, Ury, and Patton, 1991)"", ""D"": ""(Fisher et al, 1991)""}","(Fisher, Ury, and Patton, 1991)","For a source with three authors, the standard Harvard convention is to list all three surnames in the in-text citation the first time. 'et al.' is typically used for four or more authors, or on subsequent citations.",False,1.8,,
1459,1,"Which rhetorical unit describes the methods of data collection, materials, and procedures?","{""A"": ""Introduction"", ""B"": ""Discussion"", ""C"": ""Results/Findings"", ""D"": ""Methods""}",Methods,"The 'Methods' section of an academic paper is dedicated to describing in detail how the research was conducted, including the procedures for collecting and analyzing data.",False,1.0,,
1460,1,The use of 'boosters' such as 'clearly' or 'certainly' helps a writer to:,"{""A"": ""Express uncertainty."", ""B"": ""Show a neutral stance."", ""C"": ""Strengthen a claim and show confidence."", ""D"": ""Introduce a counterargument.""}",Strengthen a claim and show confidence.,"Boosters are words or phrases that express the writer's certainty and are used to strengthen or emphasize a point, contrasting with hedges which express caution.",False,1.2,,
1461,1,"In the context of the course, 'Communication Skills II' is a continuation of which course?","{""A"": ""Academic Writing 158"", ""B"": ""Comm Skills 157"", ""C"": ""GM 158"", ""D"": ""Technical Communication""}",Comm Skills 157,"The course description on page 3 of the first PDF explicitly states, 'This course builds on the skills introduced in Comm Skills 157.'",False,1.2,,
1462,1,Which of the following is an expected course outcome for students?,"{""A"": ""To be able to create complex spreadsheets."", ""B"": ""To avoid plagiarism (breach of copyright)."", ""C"": ""To learn basic conversational skills."", ""D"": ""To conduct scientific experiments.""}",To avoid plagiarism (breach of copyright).,The 'Expected Course Outcomes' slide lists 'Avoid plagiarism (breach of copyright)' as one of the key skills students are expected to master.,False,1.0,,
1463,1,The main idea of a paragraph is also known as the:,"{""A"": ""Supporting detail"", ""B"": ""Concluding statement"", ""C"": ""Controlling idea"", ""D"": ""Transitional phrase""}",Controlling idea,The controlling idea is the central concept or main point that is developed throughout a paragraph. It is what the paragraph is about.,False,1.0,,
1464,1,Which of these transitional phrases is used to show a result or consequence?,"{""A"": ""For example"", ""B"": ""In contrast"", ""C"": ""Furthermore"", ""D"": ""Therefore""}",Therefore,'Therefore' is a transitional word that indicates a logical conclusion or result stemming from the preceding statement or evidence.,False,1.2,,
1465,1,The term 'Dean' in a university's hierarchy refers to:,"{""A"": ""The Head of a college"", ""B"": ""The Head of a Department"", ""C"": ""The Administrative Head of the university"", ""D"": ""The Head of a Faculty/School""}",The Head of a Faculty/School,"As listed under 'Other Terminologies', the Head of a Faculty or School is known as the Dean.",False,1.0,,
1466,1,What is the primary function of an 'Abstract' in an academic document?,"{""A"": ""To list the chapters"", ""B"": ""To thank the supervisors"", ""C"": ""To provide a concise summary of the entire work"", ""D"": ""To declare the originality of the work""}",To provide a concise summary of the entire work,"An abstract is a short, comprehensive summary of a research paper, thesis, or other academic work, allowing readers to quickly grasp its main points.",False,1.0,,
1467,1,"If a paragraph lacks 'completeness', it means that:","{""A"": ""It has sentences that are not related to the main idea."", ""B"": ""The sentences are not logically connected."", ""C"": ""The controlling idea has not been fully developed with enough details."", ""D"": ""It does not have a topic sentence.""}",The controlling idea has not been fully developed with enough details.,"A paragraph is considered complete (or adequate) when the writer has provided sufficient supporting details, examples, and evidence to fully develop the controlling idea.",False,1.2,,
1468,1,"The sentence 'Yesterday, Mary turned in the assignment she had finished over the weekend' demonstrates:","{""A"": ""Incorrect use of tense"", ""B"": ""A logical sequence of tenses (simple past and past perfect)"", ""C"": ""The use of present progressive tense"", ""D"": ""A main clause in the future tense""}",A logical sequence of tenses (simple past and past perfect),"This sentence correctly uses the past perfect ('had finished') for the action that was completed first, and the simple past ('turned in') for the action that happened after, showing a proper sequence of tenses.",False,2.16,,
1469,1,Which of the following would be found in the 'References' section of a thesis?,"{""A"": ""A summary of the thesis."", ""B"": ""The candidate's declaration of originality."", ""C"": ""A list of all sources cited within the text."", ""D"": ""The table of contents.""}",A list of all sources cited within the text.,The References section is a mandatory part of an academic document that provides a complete list of all the sources the writer directly cited (quoted or paraphrased) in their work.,False,1.0,,
1470,1,"In the sample paragraph about John not going to university, his family's poverty is presented as a:","{""A"": ""Minor support sentence"", ""B"": ""Topic sentence"", ""C"": ""Major support sentence"", ""D"": ""Concluding sentence""}",Major support sentence,"The topic sentence states there are three reasons John is not going to university. The statement about his family's poverty is the first of these reasons, making it a major support sentence that directly develops the controlling idea.",False,1.44,,
1471,1,The phrase 'persona non grata' means:,"{""A"": ""A person's greatest work"", ""B"": ""An unwelcome or unacceptable person"", ""C"": ""In memory of a deceased person"", ""D"": ""A member of the human species""}",An unwelcome or unacceptable person,'Persona non grata' is a Latin phrase used in diplomacy and general language to refer to a person who is not welcome or is unacceptable in a particular place or group.,False,1.5,,
1472,1,What is the primary characteristic of an 'expository' essay?,"{""A"": ""It tells a story."", ""B"": ""It describes something vividly."", ""C"": ""It argues a point of view."", ""D"": ""It explains or informs the reader about a topic.""}",It explains or informs the reader about a topic.,"Exposition is about explanation. An expository essay's main goal is to explain, clarify, or provide information about a subject to the reader in a clear and logical manner.",False,1.2,,
1473,1,Which of the following is NOT an essential preliminary element of a thesis?,"{""A"": ""Title Page"", ""B"": ""Abstract"", ""C"": ""Personal Diary"", ""D"": ""Table of Contents""}",Personal Diary,"The lecture notes provide a clear list of essential preliminary elements, which includes the title page, abstract, and table of contents. A personal diary is not part of a formal academic document.",False,1.0,,
1474,1,The main difference between a 'major support sentence' and a 'minor support sentence' is that:,"{""A"": ""Major sentences are long, minor sentences are short."", ""B"": ""Major sentences support the topic sentence directly, while minor sentences support the major sentences."", ""C"": ""There are always more minor sentences than major sentences."", ""D"": ""Major sentences are factual, while minor sentences are opinions.""}","Major sentences support the topic sentence directly, while minor sentences support the major sentences.","The hierarchy in a paragraph is that the topic sentence is supported by major support sentences, and those major support sentences are, in turn, elaborated upon and supported by minor support sentences.",False,1.44,,
1475,1,What does the word 'Compare' in an essay question ask a student to do?,"{""A"": ""Stress the dissimilarities between items."", ""B"": ""Look for qualities or characteristics that resemble each other."", ""C"": ""Give a concise and authoritative meaning."", ""D"": ""Prove that a statement is true.""}",Look for qualities or characteristics that resemble each other.,"The instruction 'Compare' requires the student to identify and emphasize the similarities between two or more items, although it can also involve noting points of difference.",False,1.2,,
1476,1,The sentence 'The best way to clean a dirty bicycle chain is to soak it well in paraffin before oiling it' disrupts the unity of a paragraph about:,"{""A"": ""The history of bicycles."", ""B"": ""The health benefits of cycling."", ""C"": ""The mechanics of bicycle gears."", ""D"": ""The cost of different bicycles.""}",The health benefits of cycling.,"This sentence is used as an example of a paragraph without unity. The main topic is the health benefits of cycling, and a sentence about how to clean a chain is an irrelevant detail that breaks the paragraph's unity.",False,2.4,,
1477,1,The administrative head of a university is called the:,"{""A"": ""Dean"", ""B"": ""Provost"", ""C"": ""Vice Chancellor"", ""D"": ""Coordinator""}",Vice Chancellor,"The lecture notes specify the terminology used in the university's discourse community, identifying the 'Administrative Head of the university' as The Vice Chancellor.",False,1.0,,
1478,1,Which of the following is NOT a method for achieving coherence in a paragraph?,"{""A"": ""Repetition of key words"", ""B"": ""Using pronoun references"", ""C"": ""Using transitional phrases"", ""D"": ""Ensuring the paragraph has a single topic""}",Ensuring the paragraph has a single topic,"Ensuring the paragraph has a single topic is the definition of 'unity'. Coherence is about the logical flow and connection between sentences, which is achieved by the other three methods.",False,1.8,,
1479,1,Which of these is a characteristic of a 'formal' style in academic writing?,"{""A"": ""Using contractions like 'don't' and 'can't'."", ""B"": ""Using longer words and more complex sentences."", ""C"": ""Addressing the reader directly with 'you'."", ""D"": ""Using slang and colloquial expressions.""}",Using longer words and more complex sentences.,"Formality in academic writing is achieved by using more sophisticated vocabulary (longer words) and constructing more complex sentences, while avoiding informal language.",False,1.2,,
