id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
747,4,Benedicta (célébrer) son anniversaire très bientôt.,"{""A"": ""vais c\u00e9l\u00e9brer"", ""B"": ""allons c\u00e9l\u00e9brer"", ""C"": ""vas c\u00e9l\u00e9brer"", ""D"": ""va c\u00e9l\u00e9brer""}",va célébrer,"This is an example of the 'futur proche' (near future). The subject 'Benedicta' is a third-person singular pronoun (elle), which is conjugated with 'va' and the infinitive verb.",False,1.8,,
748,4,"Hier matin, j' ________ rencontré Stella au marché.","{""A"": ""suis"", ""B"": ""es"", ""C"": ""as"", ""D"": ""ai""}",ai,"The verb 'rencontrer' is conjugated with 'avoir' in the passé composé. With the subject 'j'' (je), the correct form of the auxiliary is 'ai'.",False,1.5,,
749,4,Il est onze heures vingt-neuf.,"{""A"": ""12h29"", ""B"": ""11h29"", ""C"": ""11h20"", ""D"": ""10h39""}",11h29,"'Onze' means eleven and 'vingt-neuf' means twenty-nine, so the time is 11:29.",False,1.0,,
750,4,La fille (finir) son travail la semaine prochaine.,"{""A"": ""finiront"", ""B"": ""finira"", ""C"": ""finirez"", ""D"": ""finirai""}",finira,"This sentence uses the 'futur simple' (simple future). The subject 'La fille' (the girl) is a third-person singular pronoun (elle), which takes the ending '-a' in the simple future.",False,1.5,,
751,4,Il est trois heures et demie.,"{""A"": ""03h30"", ""B"": ""03h15"", ""C"": ""13h30"", ""D"": ""13h45""}",03h30,"'Et demie' means 'and a half', which corresponds to 30 minutes past the hour.",False,1.2,,
752,4,"Tes parents sont arrivés à Tarkwa ? - Non, mes parents... Tarkwa.","{""A"": ""pas ne sont arriv\u00e9s"", ""B"": ""ne sont arriv\u00e9s pas"", ""C"": ""ne sont pas arriv\u00e9s"", ""D"": ""ne pas sont arriv\u00e9s""}",ne sont pas arrivés,The correct form for negation in the passé composé with the auxiliary verb 'être' is 'ne' + auxiliary verb + 'pas' + past participle. The correct form is 'ne sont pas arrivés'.,False,1.8,,
753,4,Mon ami ... trop de vin rouge.,"{""A"": ""est bu"", ""B"": ""a bu"", ""C"": ""es bu"", ""D"": ""as bu""}",a bu,"The verb 'boire' (to drink) in the passé composé uses the auxiliary verb 'avoir'. The subject 'Mon ami' (my friend) is a third-person singular pronoun (il), which takes 'a'. The past participle of 'boire' is 'bu'.",False,1.8,,
754,4,Valerie et Sylvie ... leur petit déjeuner.,"{""A"": ""ont prise"", ""B"": ""ont prie"", ""C"": ""ont pris"", ""D"": ""ont prises""}",ont pris,The verb 'prendre' (to take/have) uses 'avoir' in the passé composé. The past participle of 'prendre' is 'pris' and it does not agree with the subject when conjugated with 'avoir'.,False,1.8,,
755,4,"Quand j'étais étudiante, je ... 'Belle Fleur.'","{""A"": ""me suis appel\u00e9e"", ""B"": ""m'a appel\u00e9"", ""C"": ""m'appelais"", ""D"": ""m'appelle""}",m'appelais,This sentence uses the 'imparfait' tense. The phrase 'Quand j'étais étudiante' (When I was a student) indicates a past habit or continuous state. The correct conjugation for 's'appeler' (to be called) with the subject 'je' is 'm'appelais'.,False,2.4,,
756,4,"Les ghanéens sont ils travailleurs? Oui,.....","{""A"": ""ils ne sont plus travailleurs"", ""B"": ""ils ne sont pas travailleurs"", ""C"": ""ils sont travailleurs"", ""D"": ""ils ne sont jamais travailleurs""}",ils sont travailleurs,"The question is an affirmative question asking if Ghanaians are hardworking. The correct affirmative response is 'Oui, ils sont travailleurs' (Yes, they are hardworking).",False,1.0,,
757,4,Nous ... ensemble quand la bombe a explosé.,"{""A"": ""\u00e9tions"", ""B"": ""sommes"", ""C"": ""serons"", ""D"": ""avons \u00e9t\u00e9""}",étions,The 'imparfait' tense is used to describe a continuous action or state in the past ('We were together') that was interrupted by a specific event ('when the bomb exploded'). The correct conjugation of 'être' (to be) with 'nous' (we) in the imparfait is 'étions'.,False,2.4,,
